Latitude (decimal degrees):	51.339
Longitude (decimal degrees):	-1.262
Elevation (m):	98
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 15 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050307:1810,0.0,0.0,0.0,5.28,2.97,0.0
20050307:1910,0.0,0.0,0.0,4.53,2.69,0.0
20050307:2010,0.0,0.0,0.0,4.09,2.76,0.0
20050307:2110,0.0,0.0,0.0,3.98,2.69,0.0
20050307:2210,0.0,0.0,0.0,3.85,2.69,0.0
20050307:2310,0.0,0.0,0.0,3.47,2.62,0.0
20050308:0010,0.0,0.0,0.0,3.34,2.55,0.0
20050308:0110,0.0,0.0,0.0,2.97,2.62,0.0
20050308:0210,0.0,0.0,0.0,2.52,2.62,0.0
20050308:0310,0.0,0.0,0.0,2.38,2.62,0.0
20050308:0410,0.0,0.0,0.0,1.94,2.62,0.0
20050308:0510,0.0,0.0,0.0,1.71,2.62,0.0
20050308:0610,0.0,0.0,0.0,1.61,2.69,0.0
20050308:0710,0.0,0.95,4.58,2.16,2.76,0.0
20050308:0810,139.71,65.6,13.38,2.68,2.48,0.0
20050308:0910,206.34,89.87,21.27,4.15,2.9,0.0
20050308:1010,115.58,56.76,27.7,5.57,3.38,0.0
20050308:1110,185.92,83.25,32.05,6.76,4.07,0.0
20050308:1210,292.42,122.03,33.76,7.31,4.21,0.0
20050308:1310,408.93,163.65,32.58,7.17,4.07,0.0
20050308:1410,190.53,85.14,28.69,7.32,4.0,0.0
20050308:1510,122.11,59.6,22.6,7.16,3.66,0.0
20050308:1610,271.42,114.36,14.94,7.09,3.45,0.0
20050308:1710,156.58,73.47,6.27,6.6,2.9,0.0
20050308:1810,0.0,0.0,0.0,5.99,2.69,0.0
20050308:1910,0.0,0.0,0.0,4.96,2.07,0.0
20050308:2010,0.0,0.0,0.0,4.55,2.07,0.0
20050308:2110,0.0,0.0,0.0,4.33,2.07,0.0
20050308:2210,0.0,0.0,0.0,3.91,2.14,0.0
20050308:2310,0.0,0.0,0.0,3.71,2.14,0.0
20050309:0010,0.0,0.0,0.0,3.57,2.14,0.0
20050309:0110,0.0,0.0,0.0,3.15,2.21,0.0
20050309:0210,0.0,0.0,0.0,2.74,2.21,0.0
20050309:0310,0.0,0.0,0.0,2.7,2.14,0.0
20050309:0410,0.0,0.0,0.0,2.22,2.14,0.0
20050309:0510,0.0,0.0,0.0,1.98,2.14,0.0
20050309:0610,0.0,0.0,0.0,1.63,2.14,0.0
20050309:0710,0.0,1.89,4.93,2.04,2.0,0.0
20050309:0810,139.49,65.53,13.74,2.72,2.0,0.0
20050309:0910,231.49,98.94,21.64,4.03,2.34,0.0
20050309:1010,125.79,60.54,28.08,5.08,2.69,0.0
20050309:1110,1731.39,658.82,32.44,6.05,2.76,0.0
20050309:1210,289.7,121.09,34.16,6.86,2.76,0.0
20050309:1310,404.74,162.71,32.96,7.32,2.69,0.0
20050309:1410,359.84,146.63,29.03,7.39,2.69,0.0
20050309:1510,134.37,64.33,22.92,7.32,2.69,0.0
20050309:1610,147.07,69.06,15.23,7.08,2.41,0.0
20050309:1710,76.03,41.62,6.55,6.7,1.79,0.0
20050309:1810,0.0,0.0,0.0,6.11,1.59,0.0
20050309:1910,0.0,0.0,0.0,5.69,1.59,0.0
20050309:2010,0.0,0.0,0.0,4.99,1.79,0.0
20050309:2110,0.0,0.0,0.0,4.51,1.72,0.0
20050309:2210,0.0,0.0,0.0,3.93,1.79,0.0
20050309:2310,0.0,0.0,0.0,3.51,1.86,0.0
20050310:0010,0.0,0.0,0.0,3.62,1.79,0.0
20050310:0110,0.0,0.0,0.0,3.39,1.79,0.0
20050310:0210,0.0,0.0,0.0,3.39,1.66,0.0
20050310:0310,0.0,0.0,0.0,3.17,1.66,0.0
20050310:0410,0.0,0.0,0.0,3.05,1.59,0.0
20050310:0510,0.0,0.0,0.0,2.8,1.66,0.0
20050310:0610,0.0,0.0,0.0,2.68,1.72,0.0
20050310:0710,0.0,1.89,5.28,2.7,1.79,0.0
20050310:0810,138.02,65.09,14.1,3.6,1.52,0.0
20050310:0910,229.86,98.93,22.01,5.17,1.59,0.0
20050310:1010,97.79,50.14,28.47,6.32,1.86,0.0
20050310:1110,560.83,218.82,32.84,7.19,2.0,0.0
20050310:1210,411.65,165.55,34.55,7.63,2.34,0.0
20050310:1310,293.38,122.98,33.33,7.87,2.48,0.0
20050310:1410,77.89,42.57,29.38,8.1,2.76,0.0
20050310:1510,111.62,55.81,23.23,8.1,3.1,0.0
20050310:1610,54.94,33.11,15.53,7.82,3.1,0.0
20050310:1710,212.51,95.03,6.82,7.36,2.34,0.0
20050310:1810,0.0,0.0,0.0,6.17,2.07,0.0
20050310:1910,0.0,0.0,0.0,5.03,2.14,0.0
20050310:2010,0.0,0.0,0.0,3.72,2.48,0.0
20050310:2110,0.0,0.0,0.0,3.0,2.62,0.0
20050310:2210,0.0,0.0,0.0,2.95,2.69,0.0
20050310:2310,0.0,0.0,0.0,2.98,2.69,0.0
20050311:0010,0.0,0.0,0.0,2.63,2.69,0.0
20050311:0110,0.0,0.0,0.0,2.29,2.69,0.0
20050311:0210,0.0,0.0,0.0,2.34,2.97,0.0
20050311:0310,0.0,0.0,0.0,2.41,3.59,0.0
20050311:0410,0.0,0.0,0.0,2.75,4.14,0.0
20050311:0510,0.0,0.0,0.0,3.34,4.55,0.0
20050311:0610,0.0,0.0,0.0,3.75,4.69,0.0
20050311:0710,5.5,9.46,5.63,4.44,4.97,0.0
20050311:0810,12.06,13.24,14.46,5.22,5.1,0.0
20050311:0910,228.64,98.38,22.39,6.14,6.21,0.0
20050311:1010,127.68,61.49,28.86,6.67,6.76,0.0
20050311:1110,338.75,138.11,33.24,7.18,6.97,0.0
20050311:1210,653.02,249.45,34.94,7.96,7.38,0.0
20050311:1310,655.46,250.53,33.71,8.23,7.52,0.0
20050311:1410,959.23,357.26,29.73,8.08,7.45,0.0
20050311:1510,509.12,198.11,23.55,7.76,7.24,0.0
20050311:1610,283.78,118.59,15.82,7.48,6.55,0.0
20050311:1710,509.98,205.24,7.1,6.9,6.62,0.0
20050311:1810,0.0,0.0,0.0,6.31,6.48,0.0
20050311:1910,0.0,0.0,0.0,6.06,6.48,0.0
20050311:2010,0.0,0.0,0.0,5.66,6.83,0.0
20050311:2110,0.0,0.0,0.0,5.53,6.76,0.0
20050311:2210,0.0,0.0,0.0,5.65,6.14,0.0
20050311:2310,0.0,0.0,0.0,5.55,5.66,0.0
20050312:0010,0.0,0.0,0.0,4.89,5.38,0.0
20050312:0110,0.0,0.0,0.0,4.25,4.62,0.0
20050312:0210,0.0,0.0,0.0,3.44,4.55,0.0
20050312:0310,0.0,0.0,0.0,2.52,4.55,0.0
20050312:0410,0.0,0.0,0.0,1.8,4.62,0.0
20050312:0510,0.0,0.0,0.0,1.2,4.69,0.0
20050312:0610,0.0,0.0,0.0,0.71,4.69,0.0
20050312:0710,0.0,0.0,0.0,0.92,4.62,0.0
20050312:0810,352.29,145.85,14.82,1.74,4.28,0.0
20050312:0910,1166.69,427.95,22.76,2.88,5.72,0.0
20050312:1010,1551.01,563.46,29.25,4.1,7.1,0.0
20050312:1110,646.72,244.25,33.63,4.98,6.69,0.0
20050312:1210,507.04,196.46,35.34,5.57,6.14,0.0
20050312:1310,148.16,69.06,34.08,6.14,5.66,0.0
20050312:1410,635.49,242.46,30.07,6.75,5.79,0.0
20050312:1510,578.56,222.33,23.86,7.01,5.59,0.0
20050312:1610,906.02,339.65,16.11,6.94,4.9,0.0
20050312:1710,405.41,166.45,7.37,6.52,4.0,0.0
20050312:1810,0.0,0.0,0.0,5.47,3.38,0.0
20050312:1910,0.0,0.0,0.0,3.76,2.97,0.0
20050312:2010,0.0,0.0,0.0,2.58,2.83,0.0
20050312:2110,0.0,0.0,0.0,1.7,2.9,0.0
20050312:2210,0.0,0.0,0.0,1.03,2.9,0.0
20050312:2310,0.0,0.0,0.0,0.48,2.9,0.0
20050313:0010,0.0,0.0,0.0,0.09,2.97,0.0
20050313:0110,0.0,0.0,0.0,-0.3,2.83,0.0
20050313:0210,0.0,0.0,0.0,-0.68,2.69,0.0
20050313:0310,0.0,0.0,0.0,-0.98,2.62,0.0
20050313:0410,0.0,0.0,0.0,-1.17,2.55,0.0
20050313:0510,0.0,0.0,0.0,-1.36,2.55,0.0
20050313:0610,0.0,0.0,0.0,-1.52,2.55,0.0
20050313:0710,0.22,5.68,6.33,-1.17,2.48,0.0
20050313:0810,431.07,176.22,15.18,0.58,2.34,0.0
20050313:0910,854.69,318.66,23.14,2.81,2.97,0.0
20050313:1010,965.38,358.21,29.64,4.23,3.38,0.0
20050313:1110,1827.74,691.73,34.03,5.2,3.31,0.0
20050313:1210,357.7,144.73,35.73,5.82,3.24,0.0
20050313:1310,194.37,86.08,34.46,5.85,3.38,0.0
20050313:1410,246.75,105.0,30.42,5.76,3.45,0.0
20050313:1510,367.46,147.9,24.18,5.49,3.17,0.0
20050313:1610,487.9,190.16,16.4,5.41,2.97,0.0
20050313:1710,140.99,66.74,7.64,5.08,2.21,0.0
20050313:1810,0.0,0.0,0.0,4.33,1.93,0.0
20050313:1910,0.0,0.0,0.0,3.86,1.93,0.0
20050313:2010,0.0,0.0,0.0,2.86,2.07,0.0
20050313:2110,0.0,0.0,0.0,2.05,2.14,0.0
20050313:2210,0.0,0.0,0.0,1.52,2.0,0.0
20050313:2310,0.0,0.0,0.0,1.18,1.93,0.0
20050314:0010,0.0,0.0,0.0,0.99,1.86,0.0
20050314:0110,0.0,0.0,0.0,0.44,1.86,0.0
20050314:0210,0.0,0.0,0.0,-0.35,1.93,0.0
20050314:0310,0.0,0.0,0.0,-0.85,1.93,0.0
20050314:0410,0.0,0.0,0.0,-1.25,1.93,0.0
20050314:0510,0.0,0.0,0.0,-1.46,1.79,0.0
20050314:0610,0.0,0.0,0.0,-1.55,1.66,0.0
20050314:0710,15.01,14.88,6.69,-1.27,1.45,0.0
20050314:0810,185.06,81.69,15.55,0.87,1.31,0.0
20050314:0910,209.22,90.81,23.52,3.54,1.79,0.0
20050314:1010,535.74,207.3,30.03,4.93,2.48,0.0
20050314:1110,775.65,293.94,34.44,6.27,3.1,0.0
20050314:1210,666.02,255.63,36.13,7.49,3.93,0.0
20050314:1310,972.8,367.07,34.83,8.26,4.21,0.0
20050314:1410,388.51,157.03,30.76,8.3,4.41,0.0
20050314:1510,829.73,313.48,24.49,8.12,4.41,0.0
20050314:1610,1478.4,557.46,16.69,8.01,4.9,0.0
20050314:1710,849.98,336.95,7.92,7.43,4.14,0.0
20050314:1810,0.0,0.0,0.0,6.12,3.31,0.0
20050314:1910,0.0,0.0,0.0,5.72,3.72,0.0
20050314:2010,0.0,0.0,0.0,5.06,3.72,0.0
20050314:2110,0.0,0.0,0.0,4.54,4.0,0.0
20050314:2210,0.0,0.0,0.0,4.65,4.34,0.0
20050314:2310,0.0,0.0,0.0,4.93,4.55,0.0
20050315:0010,0.0,0.0,0.0,5.28,4.76,0.0
20050315:0110,0.0,0.0,0.0,5.67,4.9,0.0
20050315:0210,0.0,0.0,0.0,5.58,4.9,0.0
20050315:0310,0.0,0.0,0.0,5.33,4.69,0.0
20050315:0410,0.0,0.0,0.0,5.06,4.41,0.0
20050315:0510,0.0,0.0,0.0,4.82,4.21,0.0
20050315:0610,0.0,0.0,0.0,4.77,4.28,0.0
20050315:0710,0.0,2.84,7.04,5.5,4.28,0.0
20050315:0810,15.55,15.14,15.91,6.73,4.14,0.0
20050315:0910,75.62,41.62,23.9,8.27,5.93,0.0
20050315:1010,94.18,49.19,30.42,9.42,6.62,0.0
20050315:1110,101.22,52.03,34.84,9.81,6.62,0.0
20050315:1210,178.05,81.35,36.52,10.33,7.1,0.0
20050315:1310,122.59,60.54,35.21,10.79,6.76,0.0
20050315:1410,147.36,70.0,31.11,10.91,7.45,0.0
20050315:1510,107.81,54.87,24.81,11.19,7.93,0.0
20050315:1610,833.12,316.92,16.97,11.04,7.31,0.0
20050315:1710,769.41,307.79,8.19,10.66,6.41,0.0
20050315:1810,0.0,0.0,-1.08,10.2,6.07,0.0
20050315:1910,0.0,0.0,0.0,10.42,5.93,0.0
20050315:2010,0.0,0.0,0.0,10.44,5.93,0.0
20050315:2110,0.0,0.0,0.0,10.49,6.0,0.0
20050315:2210,0.0,0.0,0.0,10.3,6.14,0.0
20050315:2310,0.0,0.0,0.0,9.76,6.07,0.0
20050316:0010,0.0,0.0,0.0,9.73,6.14,0.0
20050316:0110,0.0,0.0,0.0,9.66,6.14,0.0
20050316:0210,0.0,0.0,0.0,9.34,5.93,0.0
20050316:0310,0.0,0.0,0.0,9.25,5.79,0.0
20050316:0410,0.0,0.0,0.0,9.18,5.79,0.0
20050316:0510,0.0,0.0,0.0,9.18,5.93,0.0
20050316:0610,0.0,0.0,0.0,9.2,5.93,0.0
20050316:0710,6.82,10.41,7.4,9.48,6.07,0.0
20050316:0810,439.36,184.56,16.28,10.2,5.31,0.0
20050316:0910,697.54,270.21,24.28,11.29,5.52,0.0
20050316:1010,1355.97,514.08,30.82,12.44,6.07,0.0
20050316:1110,1214.27,462.57,35.24,13.62,6.69,0.0
20050316:1210,1618.69,619.9,36.92,14.3,7.17,0.0
20050316:1310,1299.87,496.69,35.58,14.53,7.17,0.0
20050316:1410,597.09,236.66,31.45,14.79,7.03,0.0
20050316:1510,237.31,105.0,25.12,14.55,6.83,0.0
20050316:1610,92.1,49.19,17.26,13.72,6.55,0.0
20050316:1710,62.59,36.89,8.46,12.51,6.69,0.0
20050316:1810,0.0,0.0,-0.81,11.63,6.07,0.0
20050316:1910,0.0,0.0,0.0,11.03,5.72,0.0
20050316:2010,0.0,0.0,0.0,10.98,5.79,0.0
20050316:2110,0.0,0.0,0.0,11.0,5.79,0.0
20050316:2210,0.0,0.0,0.0,11.0,5.93,0.0
20050316:2310,0.0,0.0,0.0,10.88,5.93,0.0
20050317:0010,0.0,0.0,0.0,10.73,5.86,0.0
20050317:0110,0.0,0.0,0.0,10.59,5.79,0.0
20050317:0210,0.0,0.0,0.0,10.46,5.66,0.0
20050317:0310,0.0,0.0,0.0,10.49,5.52,0.0
20050317:0410,0.0,0.0,0.0,10.57,5.31,0.0
20050317:0510,0.0,0.0,0.0,10.66,5.31,0.0
20050317:0610,0.0,0.0,0.0,10.63,5.45,0.0
20050317:0710,2.43,7.57,7.76,10.51,5.59,0.0
20050317:0810,214.59,95.89,16.65,10.78,5.72,0.0
20050317:0910,732.26,281.78,24.66,11.49,7.52,0.0
20050317:1010,1235.62,465.83,31.21,12.46,7.59,0.0
20050317:1110,1624.86,617.77,35.64,13.44,7.52,0.0
20050317:1210,2106.82,820.11,37.32,14.78,7.31,0.0
20050317:1310,2199.78,872.4,35.96,15.74,6.21,0.0
20050317:1410,2052.54,812.28,31.8,16.11,5.79,0.0
20050317:1510,1759.9,689.92,25.43,16.28,5.45,0.0
20050317:1610,1271.71,495.6,17.55,15.99,5.1,0.0
20050317:1710,786.98,322.64,8.73,15.08,4.48,0.0
20050317:1810,0.0,0.0,-0.55,13.27,4.28,0.0
20050317:1910,0.0,0.0,0.0,11.35,3.59,0.0
20050317:2010,0.0,0.0,0.0,10.42,3.45,0.0
20050317:2110,0.0,0.0,0.0,9.47,3.24,0.0
20050317:2210,0.0,0.0,0.0,8.93,3.17,0.0
20050317:2310,0.0,0.0,0.0,8.44,3.24,0.0
20050318:0010,0.0,0.0,0.0,8.48,3.52,0.0
20050318:0110,0.0,0.0,0.0,8.25,3.72,0.0
20050318:0210,0.0,0.0,0.0,8.03,3.93,0.0
20050318:0310,0.0,0.0,0.0,7.71,3.79,0.0
20050318:0410,0.0,0.0,0.0,7.56,3.52,0.0
20050318:0510,0.0,0.0,0.0,7.55,3.38,0.0
20050318:0610,0.0,0.0,0.0,7.49,2.97,0.0
20050318:0710,60.8,45.75,8.12,7.61,3.38,0.0
20050318:0810,311.84,131.8,17.01,8.04,3.59,0.0
20050318:0910,1147.36,436.15,25.04,9.04,3.72,0.0
20050318:1010,1655.26,634.7,31.61,9.89,3.52,0.0
20050318:1110,2046.4,807.39,36.04,10.89,3.31,0.0
20050318:1210,2243.46,909.16,37.71,11.98,2.97,0.0
20050318:1310,2286.56,943.5,36.33,13.07,2.55,0.0
20050318:1410,2183.62,905.44,32.14,14.12,2.14,0.0
20050318:1510,1857.41,757.52,25.74,14.63,1.72,0.0
20050318:1610,1461.47,587.45,17.83,14.82,1.52,0.0
20050318:1710,825.18,341.92,9.0,14.44,1.38,0.0
20050318:1810,0.0,0.0,-0.29,13.15,1.93,0.0
20050318:1910,0.0,0.0,0.0,11.88,2.41,0.0
20050318:2010,0.0,0.0,0.0,10.19,2.28,0.0
20050318:2110,0.0,0.0,0.0,8.86,2.0,0.0
20050318:2210,0.0,0.0,0.0,7.73,1.72,0.0
20050318:2310,0.0,0.0,0.0,6.68,1.72,0.0
20050319:0010,0.0,0.0,0.0,5.81,1.45,0.0
20050319:0110,0.0,0.0,0.0,5.24,1.1,0.0
20050319:0210,0.0,0.0,0.0,4.76,0.9,0.0
20050319:0310,0.0,0.0,0.0,4.65,0.55,0.0
20050319:0410,0.0,0.0,0.0,4.76,0.62,0.0
20050319:0510,0.0,0.0,0.0,5.2,0.97,0.0
20050319:0610,0.0,0.0,0.0,5.52,1.1,0.0
20050319:0710,65.18,41.66,8.48,6.43,1.17,0.0
20050319:0810,401.22,166.98,17.38,7.79,1.1,0.0
20050319:0910,730.08,284.25,25.42,9.2,1.03,0.0
20050319:1010,1239.74,482.66,32.0,10.93,1.17,0.0
20050319:1110,1947.2,797.04,36.45,13.1,1.38,0.0
20050319:1210,2177.22,915.8,38.11,14.89,1.66,0.0
20050319:1310,2285.44,969.29,36.71,16.18,2.14,0.0
20050319:1410,2179.42,912.07,32.48,16.84,2.48,0.0
20050319:1510,1835.94,746.65,26.05,17.21,2.76,0.0
20050319:1610,1473.7,590.33,18.12,17.12,2.97,0.0
20050319:1710,777.34,322.21,9.26,16.35,2.83,0.0
20050319:1810,0.0,0.0,-0.03,14.52,2.9,0.0
20050319:1910,0.0,0.0,0.0,13.41,2.69,0.0
20050319:2010,0.0,0.0,0.0,11.88,2.69,0.0
20050319:2110,0.0,0.0,0.0,10.95,2.76,0.0
20050319:2210,0.0,0.0,0.0,10.26,2.83,0.0
20050319:2310,0.0,0.0,0.0,9.96,2.97,0.0
20050320:0010,0.0,0.0,0.0,9.71,3.24,0.0
20050320:0110,0.0,0.0,0.0,9.46,3.66,0.0
20050320:0210,0.0,0.0,0.0,9.29,3.52,0.0
20050320:0310,0.0,0.0,0.0,9.18,3.24,0.0
20050320:0410,0.0,0.0,0.0,9.09,3.31,0.0
20050320:0510,0.0,0.0,0.0,9.0,3.17,0.0
20050320:0610,0.0,0.0,0.0,8.93,3.52,0.0
20050320:0710,67.65,42.2,8.84,9.07,3.24,0.0
20050320:0810,65.79,37.84,17.75,9.45,3.66,0.0
20050320:0910,602.37,235.32,25.8,10.15,4.07,0.0
20050320:1010,369.15,151.89,32.4,11.08,4.14,0.0
20050320:1110,196.45,88.92,36.85,12.08,5.03,0.0
20050320:1210,325.66,137.17,38.51,13.31,5.38,0.0
20050320:1310,1069.76,413.54,37.08,14.82,5.38,0.0
20050320:1410,1432.45,555.49,32.82,15.45,5.24,0.0
20050320:1510,1480.54,573.74,26.36,15.26,5.17,0.0
20050320:1610,1264.83,489.31,18.4,14.7,5.24,0.0
20050320:1710,814.88,330.26,9.53,13.62,4.9,0.0
20050320:1810,12.13,13.58,0.24,12.18,4.97,0.0
20050320:1910,0.0,0.0,0.0,10.79,4.41,0.0
20050320:2010,0.0,0.0,0.0,9.82,4.41,0.0
20050320:2110,0.0,0.0,0.0,9.26,4.48,0.0
20050320:2210,0.0,0.0,0.0,8.99,4.14,0.0
20050320:2310,0.0,0.0,0.0,8.88,3.86,0.0
20050321:0010,0.0,0.0,0.0,8.85,3.79,0.0
20050321:0110,0.0,0.0,0.0,8.75,3.93,0.0
20050321:0210,0.0,0.0,0.0,8.73,4.14,0.0
20050321:0310,0.0,0.0,0.0,8.61,4.07,0.0
20050321:0410,0.0,0.0,0.0,8.44,3.79,0.0
20050321:0510,0.0,0.0,0.0,8.13,3.66,0.0
20050321:0610,0.0,0.0,0.0,7.84,3.72,0.0
20050321:0710,77.66,46.95,9.19,8.03,3.79,0.0
20050321:0810,326.66,137.24,18.12,9.01,3.86,0.0
20050321:0910,622.69,242.31,26.18,10.36,4.97,0.0
20050321:1010,928.29,354.43,32.79,11.81,5.45,0.0
20050321:1110,747.07,290.25,37.25,12.89,5.52,0.0
20050321:1210,863.62,344.5,38.9,13.65,0.0,0.0
20050321:1310,433.73,179.74,37.45,13.88,0.0,0.0
20050321:1410,759.78,296.1,33.16,13.77,5.17,0.0
20050321:1510,281.44,121.09,26.67,13.5,4.76,0.0
20050321:1610,167.68,78.52,18.68,13.14,4.14,0.0
20050321:1710,32.29,23.65,9.8,12.59,4.34,0.0
20050321:1810,0.0,2.72,0.5,12.15,4.34,0.0
20050321:1910,0.0,0.0,0.0,12.11,4.55,0.0
20050321:2010,0.0,0.0,0.0,12.07,4.62,0.0
20050321:2110,0.0,0.0,0.0,12.1,4.21,0.0
20050321:2210,0.0,0.0,0.0,12.07,4.21,0.0
20050321:2310,0.0,0.0,0.0,11.77,4.21,0.0
20050322:0010,0.0,0.0,0.0,11.27,4.07,0.0
20050322:0110,0.0,0.0,0.0,10.91,3.93,0.0
20050322:0210,0.0,0.0,0.0,10.62,3.79,0.0
20050322:0310,0.0,0.0,0.0,10.5,3.72,0.0
20050322:0410,0.0,0.0,0.0,10.22,3.38,0.0
20050322:0510,0.0,0.0,0.0,9.99,3.38,0.0
20050322:0610,0.0,0.0,0.0,9.83,3.17,0.0
20050322:0710,64.99,39.2,9.55,10.44,3.79,0.0
20050322:0810,40.99,27.43,18.49,10.84,4.07,0.0
20050322:0910,117.22,58.65,26.56,11.28,4.14,0.0
20050322:1010,212.0,94.6,33.19,11.64,4.48,0.0
20050322:1110,515.58,205.23,37.65,11.52,4.62,0.0
20050322:1210,691.01,268.72,39.3,11.72,5.38,0.0
20050322:1310,654.14,255.68,37.82,12.85,6.97,0.0
20050322:1410,333.79,140.0,33.5,13.55,7.24,0.0
20050322:1510,344.38,143.76,26.97,13.34,6.69,0.0
20050322:1610,273.44,117.64,18.96,12.97,6.07,0.0
20050322:1710,326.62,139.0,10.06,12.27,5.66,0.0
20050322:1810,13.86,14.48,0.76,11.29,5.59,0.0
20050322:1910,0.0,0.0,0.0,10.19,4.55,0.0
20050322:2010,0.0,0.0,0.0,10.01,4.9,0.0
20050322:2110,0.0,0.0,0.0,10.01,4.83,0.0
20050322:2210,0.0,0.0,0.0,9.62,4.28,0.0
20050322:2310,0.0,0.0,0.0,9.08,4.07,0.0
20050323:0010,0.0,0.0,0.0,8.45,4.14,0.0
20050323:0110,0.0,0.0,0.0,8.22,4.07,0.0
20050323:0210,0.0,0.0,0.0,8.09,3.86,0.0
20050323:0310,0.0,0.0,0.0,7.96,3.66,0.0
20050323:0410,0.0,0.0,0.0,7.71,3.38,0.0
20050323:0510,0.0,0.0,0.0,7.63,3.1,0.0
20050323:0610,0.0,0.0,0.0,7.58,2.9,0.0
20050323:0710,51.14,31.87,9.91,8.33,2.97,0.0
20050323:0810,150.5,70.95,18.86,9.39,3.03,0.0
20050323:0910,842.14,324.22,26.94,11.24,4.14,0.0
20050323:1010,1750.24,679.72,33.58,12.61,4.07,0.0
20050323:1110,2017.54,801.56,38.06,13.62,3.86,0.0
20050323:1210,2336.93,949.95,39.69,14.42,4.14,0.0
20050323:1310,1237.76,480.61,38.2,14.52,4.14,0.0
20050323:1410,1173.86,454.71,33.84,14.84,4.55,0.0
20050323:1510,785.18,306.4,27.28,14.69,4.83,0.0
20050323:1610,1050.3,406.28,19.24,14.1,4.48,0.0
20050323:1710,416.29,173.86,10.33,13.27,4.41,0.0
20050323:1810,17.22,16.29,1.02,12.31,4.34,0.0
20050323:1910,0.0,0.0,0.0,11.87,4.55,0.0
20050323:2010,0.0,0.0,0.0,11.57,4.9,0.0
20050323:2110,0.0,0.0,0.0,11.48,5.1,0.0
20050323:2210,0.0,0.0,0.0,11.49,5.17,0.0
20050323:2310,0.0,0.0,0.0,11.41,5.1,0.0
20050324:0010,0.0,0.0,0.0,11.24,4.69,0.0
20050324:0110,0.0,0.0,0.0,10.79,4.21,0.0
20050324:0210,0.0,0.0,0.0,10.33,4.0,0.0
20050324:0310,0.0,0.0,0.0,9.87,3.31,0.0
20050324:0410,0.0,0.0,0.0,9.54,2.69,0.0
20050324:0510,0.0,0.0,0.0,9.29,2.34,0.0
20050324:0610,0.0,0.0,0.0,8.72,2.14,0.0
20050324:0710,13.54,14.19,10.27,8.97,2.21,0.0
20050324:0810,79.52,43.52,19.22,9.92,3.17,0.0
20050324:0910,555.04,220.28,27.33,11.37,2.62,0.0
20050324:1010,990.91,383.56,33.98,12.48,2.76,0.0
20050324:1110,1207.17,466.28,38.46,13.12,3.72,0.0
20050324:1210,1212.77,468.04,40.09,13.77,4.62,0.0
20050324:1310,1227.62,474.26,38.57,14.26,4.83,0.0
20050324:1410,2085.7,825.94,34.17,14.45,5.03,0.0
20050324:1510,481.79,194.8,27.58,14.21,5.03,0.0
20050324:1610,1062.82,409.9,19.52,13.71,4.69,0.0
20050324:1710,713.28,288.62,10.59,12.95,4.14,0.0
20050324:1810,26.4,20.81,1.28,11.82,3.79,0.0
20050324:1910,0.0,0.0,0.0,10.68,3.52,0.0
20050324:2010,0.0,0.0,0.0,9.94,3.45,0.0
20050324:2110,0.0,0.0,0.0,9.46,3.38,0.0
20050324:2210,0.0,0.0,0.0,9.16,3.1,0.0
20050324:2310,0.0,0.0,0.0,8.97,2.83,0.0
20050325:0010,0.0,0.0,0.0,8.87,2.69,0.0
20050325:0110,0.0,0.0,0.0,8.52,2.69,0.0
20050325:0210,0.0,0.0,0.0,8.07,2.62,0.0
20050325:0310,0.0,0.0,0.0,7.96,2.41,0.0
20050325:0410,0.0,0.0,0.0,8.15,2.0,0.0
20050325:0510,0.0,0.0,0.0,8.29,1.79,0.0
20050325:0610,0.0,0.0,0.0,8.29,1.59,0.0
20050325:0710,98.43,53.71,10.63,8.74,2.07,0.0
20050325:0810,380.51,157.49,19.59,9.09,1.93,0.0
20050325:0910,330.98,137.92,27.71,10.02,1.93,0.0
20050325:1010,181.73,83.25,34.37,10.92,2.21,0.0
20050325:1110,259.1,112.57,38.86,12.28,2.55,0.0
20050325:1210,971.14,379.4,40.48,12.71,2.0,0.0
20050325:1310,823.68,325.62,38.93,13.46,1.24,0.0
20050325:1410,997.98,395.62,34.51,14.0,0.69,0.0
20050325:1510,984.86,391.61,27.89,14.42,0.34,0.0
20050325:1610,1267.74,512.17,19.8,14.48,0.14,0.0
20050325:1710,846.62,350.35,10.85,14.01,0.62,0.0
20050325:1810,28.13,21.76,1.53,13.19,1.24,0.0
20050325:1910,0.0,0.0,0.0,11.28,1.52,0.0
20050325:2010,0.0,0.0,0.0,9.56,1.24,0.0
20050325:2110,0.0,0.0,0.0,8.61,0.69,0.0
20050325:2210,0.0,0.0,0.0,7.6,0.76,0.0
20050325:2310,0.0,0.0,0.0,6.74,1.24,0.0
20050326:0010,0.0,0.0,0.0,6.21,1.31,0.0
20050326:0110,0.0,0.0,0.0,6.19,1.24,0.0
20050326:0210,0.0,0.0,0.0,6.07,1.38,0.0
20050326:0310,0.0,0.0,0.0,6.14,1.38,0.0
20050326:0410,0.0,0.0,0.0,6.25,1.45,0.0
20050326:0510,0.0,0.0,0.0,6.28,1.66,0.0
